id_asegurado,segmento,antiguedad,ciudad,num_polizas,reclamos_12m,mora_actual,score_cliente_simulado
ASEG-009132,premium,3,Manta,5,5,True,81
ASEG-009133,retail,1,Manta,2,2,False,60
ASEG-009135,retail,3,Guayaquil,2,2,False,66
ASEG-009136,retail,3,Quito,2,2,False,66
ASEG-009137,premium,5,Guayaquil,4,4,True,82
ASEG-009138,retail,3,Quito,1,1,False,61
ASEG-009139,premium,3,Manta,3,3,False,71
ASEG-009140,premium,3,Quito,3,3,False,71
ASEG-009142,retail,1,Guayaquil,1,1,False,55
ASEG-009143,retail,1,Manta,2,2,False,60
ASEG-009144,premium,4,Guayaquil,4,4,True,79
ASEG-009145,premium,2,Quito,3,3,False,68
ASEG-009146,premium,3,Guayaquil,4,4,True,76
ASEG-009147,premium,2,Manta,3,3,False,68
ASEG-009148,retail,2,Quito,1,1,False,58
ASEG-009149,premium,3,Guayaquil,4,4,True,76
ASEG-009150,retail,4,Cuenca,1,1,False,64
ASEG-009151,retail,3,Quito,1,1,False,61
ASEG-009152,retail,4,Guayaquil,2,2,False,69
ASEG-009153,retail,1,Manta,2,2,False,60
ASEG-009154,premium,4,Guayaquil,4,4,True,79
ASEG-009158,retail,2,Quito,1,1,False,58
ASEG-009159,retail,3,Cuenca,2,2,False,66
ASEG-009160,retail,2,Manta,1,1,False,58
ASEG-009161,retail,3,Quito,2,2,False,66
ASEG-009162,premium,2,Cuenca,5,5,True,78
ASEG-009163,retail,1,Guayaquil,2,2,False,60
ASEG-009165,retail,3,Cuenca,1,1,False,61
ASEG-009166,retail,2,Cuenca,1,1,False,58
ASEG-009167,retail,2,Manta,1,1,False,58
ASEG-009168,retail,3,Guayaquil,2,2,False,66
ASEG-009169,retail,3,Guayaquil,1,1,False,61
ASEG-009170,premium,2,Cuenca,3,3,False,68
ASEG-009171,retail,2,Guayaquil,1,1,False,58
ASEG-009173,retail,2,Quito,1,1,False,58
ASEG-009174,retail,2,Guayaquil,2,2,False,63
ASEG-009175,retail,1,Quito,1,1,False,55
ASEG-009176,retail,1,Guayaquil,2,2,False,60
ASEG-009177,retail,3,Guayaquil,2,2,False,66
ASEG-009179,retail,2,Cuenca,2,2,False,63
ASEG-009180,retail,2,Guayaquil,1,1,False,58
ASEG-009181,premium,2,Manta,4,4,True,73
ASEG-009182,retail,1,Guayaquil,1,1,False,55
ASEG-009183,retail,1,Guayaquil,2,2,False,60
ASEG-009184,retail,2,Quito,2,2,False,63
ASEG-009185,premium,2,Guayaquil,3,3,False,68
ASEG-009186,corporativo,5,Quito,8,8,True,100
ASEG-009187,retail,2,Cuenca,2,2,False,63
ASEG-009188,retail,2,Guayaquil,2,2,False,63
ASEG-009189,premium,2,Guayaquil,3,3,False,68
ASEG-009190,retail,5,Guayaquil,2,2,False,72
ASEG-009191,retail,1,Guayaquil,1,1,False,55
ASEG-009192,retail,1,Manta,1,1,False,55
ASEG-009193,premium,2,Quito,3,3,False,68
ASEG-009194,retail,1,Quito,2,2,False,60
ASEG-009195,premium,5,Guayaquil,3,3,False,77
ASEG-009196,retail,4,Guayaquil,1,1,False,64
ASEG-009197,retail,1,Quito,1,1,False,55
ASEG-009198,premium,5,Quito,3,3,False,77
ASEG-009199,premium,4,Guayaquil,3,3,False,74
ASEG-009200,premium,1,Guayaquil,3,3,False,65
ASEG-009201,retail,2,Quito,2,2,False,63
ASEG-009202,retail,4,Guayaquil,1,1,False,64
ASEG-009203,premium,2,Manta,3,3,False,68
ASEG-009204,retail,1,Quito,1,1,False,55
ASEG-009205,retail,3,Quito,1,1,False,61
ASEG-009206,retail,1,Cuenca,1,1,False,55
ASEG-009207,retail,2,Quito,2,2,False,63
ASEG-009208,premium,4,Manta,3,3,False,74
ASEG-009209,premium,1,Manta,3,3,False,65
ASEG-009210,retail,2,Quito,1,1,False,58
ASEG-009212,premium,4,Guayaquil,3,3,False,74
ASEG-009213,premium,3,Quito,4,4,True,76
ASEG-009215,retail,3,Quito,2,2,False,66
ASEG-009218,retail,1,Guayaquil,2,2,False,60
ASEG-009219,retail,6,Quito,2,2,False,75
ASEG-009220,retail,1,Guayaquil,1,1,False,55
ASEG-009221,retail,3,Quito,2,2,False,66
ASEG-009222,retail,3,Guayaquil,2,2,False,66
ASEG-009223,premium,3,Guayaquil,3,3,False,71
ASEG-009224,retail,2,Manta,2,2,False,63
ASEG-009225,premium,3,Quito,3,3,False,71
ASEG-009226,retail,1,Quito,1,1,False,55
ASEG-009227,retail,4,Guayaquil,2,2,False,69
ASEG-009229,premium,3,Quito,4,4,True,76
ASEG-009230,retail,3,Cuenca,1,1,False,61
ASEG-009232,retail,1,Guayaquil,2,2,False,60
ASEG-009233,premium,3,Quito,4,4,True,76
ASEG-009234,premium,2,Manta,3,3,False,68
ASEG-009235,premium,3,Manta,3,3,False,71
ASEG-009236,premium,3,Guayaquil,3,3,False,71
ASEG-009238,retail,1,Quito,1,1,False,55
ASEG-009239,retail,2,Guayaquil,2,2,False,63
ASEG-009240,premium,4,Quito,4,4,True,79
ASEG-009241,retail,1,Quito,1,1,False,55
ASEG-009242,premium,3,Guayaquil,4,4,True,76
ASEG-009244,retail,1,Cuenca,1,1,False,55
ASEG-009245,premium,4,Manta,3,3,False,74
ASEG-009247,retail,3,Manta,2,2,False,66
ASEG-009248,premium,2,Quito,3,3,False,68
ASEG-009249,premium,4,Guayaquil,5,5,True,84
ASEG-009250,premium,3,Quito,3,3,False,71
ASEG-009251,premium,3,Quito,5,5,True,81
ASEG-009252,retail,1,Quito,1,1,False,55
ASEG-009253,premium,2,Manta,3,3,False,68
ASEG-009254,retail,2,Guayaquil,2,2,False,63
ASEG-009255,retail,1,Guayaquil,2,2,False,60
ASEG-009256,retail,1,Quito,2,2,False,60
ASEG-009257,retail,1,Guayaquil,1,1,False,55
ASEG-009258,retail,2,Quito,2,2,False,63
ASEG-009260,retail,1,Quito,1,1,False,55
ASEG-009261,premium,1,Manta,3,3,False,65
ASEG-009262,retail,3,Guayaquil,2,2,False,66
ASEG-009263,retail,3,Guayaquil,2,2,False,66
ASEG-009264,retail,2,Cuenca,1,1,False,58
ASEG-009266,premium,1,Manta,3,3,False,65
ASEG-009267,retail,2,Quito,2,2,False,63
ASEG-009268,retail,2,Manta,2,2,False,63
ASEG-009269,premium,5,Quito,4,4,True,82
ASEG-009270,retail,1,Quito,2,2,False,60
ASEG-009271,retail,3,Manta,2,2,False,66
ASEG-009273,retail,1,Guayaquil,2,2,False,60
ASEG-009274,retail,4,Guayaquil,2,2,False,69
ASEG-009275,premium,1,Manta,3,3,False,65
ASEG-009276,premium,3,Quito,3,3,False,71
ASEG-009277,retail,2,Manta,1,1,False,58
ASEG-009279,premium,2,Guayaquil,3,3,False,68
ASEG-009281,premium,3,Guayaquil,3,3,False,71
ASEG-009283,retail,1,Guayaquil,2,2,False,60
ASEG-009284,retail,1,Quito,1,1,False,55
ASEG-009285,retail,2,Quito,1,1,False,58
ASEG-009286,retail,3,Manta,2,2,False,66
ASEG-009287,premium,3,Quito,4,4,True,76
ASEG-009288,retail,3,Guayaquil,1,1,False,61
ASEG-009289,retail,3,Quito,2,2,False,66
ASEG-009291,retail,2,Manta,2,2,False,63
ASEG-009292,premium,2,Manta,3,3,False,68
ASEG-009294,retail,5,Manta,2,2,False,72
ASEG-009295,retail,6,Quito,2,2,False,75
ASEG-009297,premium,5,Quito,3,3,False,77
ASEG-009298,retail,3,Manta,2,2,False,66
ASEG-009300,retail,2,Quito,2,2,False,63
ASEG-009301,premium,1,Guayaquil,3,3,False,65
ASEG-009302,retail,2,Manta,2,2,False,63
ASEG-009304,retail,3,Quito,2,2,False,66
ASEG-009305,retail,1,Guayaquil,1,1,False,55
ASEG-009306,retail,1,Manta,2,2,False,60
ASEG-009308,retail,2,Manta,2,2,False,63
ASEG-009309,retail,3,Quito,2,2,False,66
ASEG-009310,retail,1,Guayaquil,1,1,False,55
ASEG-009311,premium,2,Guayaquil,4,4,True,73
ASEG-009312,premium,2,Guayaquil,3,3,False,68
ASEG-009313,retail,1,Manta,1,1,False,55
ASEG-009314,retail,3,Quito,2,2,False,66
ASEG-009315,premium,2,Guayaquil,3,3,False,68
ASEG-009316,retail,3,Cuenca,2,2,False,66
ASEG-009318,premium,3,Quito,3,3,False,71
ASEG-009319,retail,3,Guayaquil,2,2,False,66
ASEG-009321,retail,3,Quito,2,2,False,66
ASEG-009322,premium,3,Guayaquil,3,3,False,71
ASEG-009323,premium,3,Guayaquil,4,4,True,76
ASEG-009324,retail,3,Guayaquil,1,1,False,61
ASEG-009325,retail,3,Quito,1,1,False,61
ASEG-009326,premium,3,Cuenca,3,3,False,71
ASEG-009327,retail,2,Guayaquil,1,1,False,58
ASEG-009328,retail,1,Quito,1,1,False,55
ASEG-009331,retail,3,Manta,2,2,False,66
ASEG-009332,premium,4,Quito,4,4,True,79
ASEG-009333,retail,2,Manta,1,1,False,58
ASEG-009334,retail,1,Cuenca,1,1,False,55
ASEG-009335,retail,3,Quito,2,2,False,66
ASEG-009336,retail,3,Guayaquil,2,2,False,66
ASEG-009337,premium,3,Guayaquil,3,3,False,71
ASEG-009338,retail,1,Manta,2,2,False,60
ASEG-009339,premium,3,Manta,3,3,False,71
ASEG-009340,retail,4,Guayaquil,2,2,False,69
ASEG-009341,premium,3,Quito,4,4,True,76
ASEG-009342,premium,2,Quito,3,3,False,68
ASEG-009343,retail,2,Quito,2,2,False,63
ASEG-009344,retail,2,Cuenca,2,2,False,63
ASEG-009345,retail,4,Quito,1,1,False,64
ASEG-009346,retail,1,Guayaquil,2,2,False,60
ASEG-009348,retail,4,Guayaquil,2,2,False,69
ASEG-009349,retail,3,Guayaquil,2,2,False,66
ASEG-009350,premium,3,Cuenca,3,3,False,71
ASEG-009351,corporativo,5,Guayaquil,7,7,True,97
ASEG-009352,premium,2,Quito,3,3,False,68
ASEG-009353,retail,1,Quito,1,1,False,55
ASEG-009354,retail,3,Quito,2,2,False,66
ASEG-009355,retail,2,Cuenca,1,1,False,58
ASEG-009356,retail,2,Quito,1,1,False,58
ASEG-009357,retail,1,Guayaquil,1,1,False,55
ASEG-009358,retail,1,Guayaquil,1,1,False,55
ASEG-009359,retail,1,Quito,1,1,False,55
ASEG-009361,retail,3,Quito,2,2,False,66
ASEG-009362,premium,1,Guayaquil,4,4,True,70
ASEG-009363,retail,4,Cuenca,2,2,False,69
ASEG-009364,premium,4,Guayaquil,5,5,True,84
ASEG-009365,retail,4,Guayaquil,1,1,False,64
ASEG-009366,retail,2,Guayaquil,1,1,False,58
ASEG-009367,premium,2,Guayaquil,3,3,False,68
ASEG-009369,premium,2,Quito,3,3,False,68
ASEG-009370,premium,2,Quito,3,3,False,68
ASEG-009371,retail,2,Guayaquil,1,1,False,58
ASEG-009372,retail,3,Quito,2,2,False,66
ASEG-009373,premium,1,Cuenca,3,3,False,65
ASEG-009374,retail,1,Cuenca,1,1,False,55
ASEG-009375,retail,2,Quito,2,2,False,63
ASEG-009376,retail,1,Guayaquil,1,1,False,55
ASEG-009377,premium,3,Manta,4,4,True,76
ASEG-009380,retail,2,Guayaquil,2,2,False,63
ASEG-009382,retail,3,Manta,2,2,False,66
ASEG-009383,premium,6,Guayaquil,3,3,False,80
ASEG-009384,retail,4,Guayaquil,2,2,False,69
ASEG-009385,retail,1,Guayaquil,1,1,False,55
ASEG-009386,retail,3,Quito,2,2,False,66
ASEG-009387,premium,3,Quito,4,4,True,76
ASEG-009388,retail,2,Cuenca,2,2,False,63
ASEG-009389,retail,2,Cuenca,1,1,False,58
ASEG-009390,premium,3,Guayaquil,3,3,False,71
ASEG-009392,retail,1,Quito,2,2,False,60
ASEG-009393,premium,4,Cuenca,3,3,False,74
ASEG-009394,retail,2,Guayaquil,1,1,False,58
ASEG-009395,retail,1,Guayaquil,1,1,False,55
ASEG-009396,retail,1,Quito,1,1,False,55
ASEG-009397,premium,1,Cuenca,3,3,False,65
ASEG-009398,premium,2,Guayaquil,3,3,False,68
ASEG-009399,premium,4,Manta,4,4,True,79
ASEG-009400,premium,1,Cuenca,3,3,False,65
ASEG-009402,retail,1,Cuenca,2,2,False,60
ASEG-009403,premium,3,Cuenca,3,3,False,71
ASEG-009404,premium,2,Quito,3,3,False,68
ASEG-009405,retail,3,Quito,2,2,False,66
ASEG-009406,retail,5,Guayaquil,2,2,False,72
ASEG-009407,premium,5,Quito,4,4,True,82
ASEG-009408,premium,4,Cuenca,3,3,False,74
ASEG-009409,premium,2,Quito,3,3,False,68
ASEG-009410,premium,2,Cuenca,3,3,False,68
ASEG-009411,premium,4,Guayaquil,3,3,False,74
ASEG-009412,retail,3,Manta,1,1,False,61
ASEG-009413,premium,1,Guayaquil,4,4,True,70
ASEG-009414,premium,3,Guayaquil,3,3,False,71
ASEG-009415,retail,2,Guayaquil,2,2,False,63
ASEG-009416,retail,1,Quito,1,1,False,55
ASEG-009418,retail,1,Cuenca,2,2,False,60
ASEG-009419,premium,5,Guayaquil,4,4,True,82
ASEG-009421,retail,1,Quito,1,1,False,55
ASEG-009422,retail,3,Quito,1,1,False,61
ASEG-009423,retail,2,Manta,1,1,False,58
ASEG-009424,retail,1,Manta,1,1,False,55
ASEG-009425,retail,3,Cuenca,2,2,False,66
ASEG-009426,retail,1,Quito,1,1,False,55
ASEG-009427,retail,1,Guayaquil,1,1,False,55
ASEG-009428,premium,6,Guayaquil,4,4,True,85
ASEG-009429,premium,4,Guayaquil,3,3,False,74
ASEG-009430,premium,2,Cuenca,3,3,False,68
ASEG-009431,retail,1,Quito,2,2,False,60
ASEG-009432,retail,2,Cuenca,1,1,False,58
ASEG-009433,premium,3,Cuenca,4,4,True,76
ASEG-009434,premium,3,Guayaquil,3,3,False,71
ASEG-009435,premium,3,Quito,4,4,True,76
ASEG-009437,retail,2,Guayaquil,1,1,False,58
ASEG-009439,retail,2,Guayaquil,1,1,False,58
ASEG-009440,retail,2,Guayaquil,1,1,False,58
ASEG-009441,retail,1,Guayaquil,1,1,False,55
ASEG-009442,retail,2,Guayaquil,2,2,False,63
ASEG-009443,premium,3,Quito,3,3,False,71
ASEG-009444,retail,1,Cuenca,2,2,False,60
ASEG-009445,retail,1,Quito,1,1,False,55
ASEG-009446,premium,3,Guayaquil,4,4,True,76
ASEG-009447,premium,4,Guayaquil,5,5,True,84
ASEG-009448,corporativo,3,Manta,6,6,True,86
ASEG-009449,retail,3,Manta,1,1,False,61
ASEG-009450,retail,3,Guayaquil,2,2,False,66
ASEG-009451,retail,2,Quito,1,1,False,58
ASEG-009452,premium,2,Quito,3,3,False,68
ASEG-009453,retail,1,Quito,1,1,False,55
ASEG-009454,retail,1,Quito,1,1,False,55
ASEG-009457,premium,1,Manta,3,3,False,65
ASEG-009458,retail,3,Quito,2,2,False,66
ASEG-009459,retail,1,Quito,1,1,False,55
ASEG-009460,premium,2,Manta,4,4,True,73
ASEG-009461,retail,4,Quito,2,2,False,69
ASEG-009462,retail,1,Quito,1,1,False,55
ASEG-009463,premium,3,Cuenca,5,5,True,81
ASEG-009464,premium,4,Guayaquil,3,3,False,74
ASEG-009465,premium,4,Quito,5,5,True,84
ASEG-009467,premium,3,Guayaquil,3,3,False,71
ASEG-009468,premium,1,Quito,3,3,False,65
ASEG-009469,retail,3,Cuenca,1,1,False,61
ASEG-009470,retail,2,Guayaquil,2,2,False,63
ASEG-009472,retail,3,Quito,2,2,False,66
ASEG-009473,retail,2,Manta,1,1,False,58
ASEG-009474,retail,1,Guayaquil,1,1,False,55
ASEG-009475,retail,2,Quito,2,2,False,63
ASEG-009476,premium,4,Quito,5,5,True,84
ASEG-009477,retail,1,Guayaquil,1,1,False,55
ASEG-009478,premium,3,Quito,5,5,True,81
ASEG-009479,retail,4,Guayaquil,1,1,False,64
ASEG-009480,retail,2,Manta,1,1,False,58
ASEG-009481,retail,2,Guayaquil,1,1,False,58
ASEG-009482,retail,3,Quito,2,2,False,66
ASEG-009483,premium,2,Quito,3,3,False,68
ASEG-009484,retail,2,Cuenca,2,2,False,63
ASEG-009485,premium,2,Quito,3,3,False,68
ASEG-009486,premium,3,Quito,3,3,False,71
ASEG-009487,retail,2,Guayaquil,2,2,False,63
ASEG-009488,retail,3,Manta,2,2,False,66
ASEG-009490,retail,3,Guayaquil,1,1,False,61
ASEG-009491,premium,5,Guayaquil,5,5,True,87
ASEG-009492,premium,3,Quito,4,4,True,76
ASEG-009494,retail,3,Guayaquil,1,1,False,61
ASEG-009495,retail,3,Guayaquil,1,1,False,61
ASEG-009496,premium,4,Cuenca,3,3,False,74
ASEG-009497,premium,5,Quito,3,3,False,77
ASEG-009498,premium,2,Cuenca,3,3,False,68
ASEG-009499,retail,4,Cuenca,1,1,False,64
ASEG-009500,retail,1,Quito,2,2,False,60
ASEG-009501,retail,2,Guayaquil,2,2,False,63
ASEG-009502,retail,3,Cuenca,2,2,False,66
ASEG-009503,retail,3,Cuenca,2,2,False,66
ASEG-009504,retail,1,Cuenca,1,1,False,55
ASEG-009506,retail,3,Quito,1,1,False,61
ASEG-009507,premium,5,Manta,3,3,False,77
ASEG-009508,premium,4,Manta,5,5,True,84
ASEG-009509,retail,3,Guayaquil,2,2,False,66
ASEG-009510,premium,2,Quito,3,3,False,68
ASEG-009511,retail,4,Quito,2,2,False,69
ASEG-009512,corporativo,3,Cuenca,6,6,True,86
ASEG-009513,retail,3,Quito,2,2,False,66
ASEG-009514,retail,3,Quito,2,2,False,66
ASEG-009515,premium,3,Quito,4,4,True,76
ASEG-009516,premium,2,Manta,3,3,False,68
ASEG-009517,retail,1,Guayaquil,2,2,False,60
ASEG-009518,premium,3,Manta,4,4,True,76
ASEG-009519,retail,2,Quito,1,1,False,58
ASEG-009520,retail,2,Manta,1,1,False,58
ASEG-009521,retail,2,Guayaquil,1,1,False,58
ASEG-009523,premium,3,Quito,3,3,False,71
ASEG-009524,retail,3,Quito,2,2,False,66
ASEG-009525,retail,1,Guayaquil,2,2,False,60
ASEG-009527,retail,1,Manta,1,1,False,55
ASEG-009528,retail,1,Manta,2,2,False,60
ASEG-009529,retail,3,Quito,2,2,False,66
ASEG-009530,premium,3,Guayaquil,5,5,True,81
ASEG-009532,retail,1,Cuenca,1,1,False,55
ASEG-009533,retail,2,Guayaquil,2,2,False,63
ASEG-009534,premium,3,Quito,5,5,True,81
ASEG-009537,premium,4,Quito,3,3,False,74
ASEG-009538,premium,1,Manta,4,4,True,70
ASEG-009539,retail,3,Quito,2,2,False,66
ASEG-009540,retail,1,Manta,2,2,False,60
ASEG-009541,retail,3,Quito,2,2,False,66
ASEG-009543,retail,2,Cuenca,1,1,False,58
ASEG-009544,retail,3,Manta,1,1,False,61
ASEG-009545,retail,1,Quito,1,1,False,55
ASEG-009547,retail,2,Manta,1,1,False,58
ASEG-009549,retail,4,Cuenca,1,1,False,64
ASEG-009550,retail,2,Manta,1,1,False,58
ASEG-009551,retail,3,Quito,1,1,False,61
ASEG-009554,retail,1,Manta,1,1,False,55
ASEG-009555,retail,4,Guayaquil,2,2,False,69
ASEG-009556,retail,1,Quito,2,2,False,60
ASEG-009557,retail,1,Cuenca,1,1,False,55
ASEG-009558,premium,2,Guayaquil,3,3,False,68
ASEG-009559,retail,3,Guayaquil,2,2,False,66
ASEG-009560,premium,2,Guayaquil,3,3,False,68
ASEG-009561,retail,2,Guayaquil,2,2,False,63
ASEG-009562,premium,4,Guayaquil,5,5,True,84
ASEG-009563,retail,2,Cuenca,1,1,False,58
ASEG-009564,retail,3,Guayaquil,2,2,False,66
ASEG-009565,retail,3,Cuenca,2,2,False,66
ASEG-009566,retail,2,Quito,1,1,False,58
ASEG-009567,premium,3,Quito,4,4,True,76
ASEG-009568,premium,1,Quito,4,4,True,70
ASEG-009569,premium,3,Manta,3,3,False,71
ASEG-009570,retail,2,Quito,2,2,False,63
ASEG-009571,retail,2,Cuenca,2,2,False,63
ASEG-009572,premium,1,Quito,3,3,False,65
ASEG-009573,retail,1,Quito,1,1,False,55
ASEG-009574,retail,2,Manta,1,1,False,58
ASEG-009575,premium,3,Quito,4,4,True,76
ASEG-009576,premium,3,Guayaquil,3,3,False,71
ASEG-009577,premium,4,Guayaquil,3,3,False,74
ASEG-009578,retail,3,Guayaquil,2,2,False,66
ASEG-009579,premium,3,Cuenca,4,4,True,76
ASEG-009580,premium,4,Guayaquil,3,3,False,74
ASEG-009581,retail,2,Guayaquil,2,2,False,63
ASEG-009582,premium,2,Manta,3,3,False,68
ASEG-009583,premium,4,Manta,5,5,True,84
ASEG-009584,retail,3,Quito,2,2,False,66
ASEG-009585,premium,2,Guayaquil,3,3,False,68
ASEG-009586,premium,4,Quito,4,4,True,79
ASEG-009587,retail,1,Quito,1,1,False,55
ASEG-009588,retail,1,Quito,2,2,False,60
ASEG-009590,retail,4,Quito,2,2,False,69
ASEG-009591,retail,5,Cuenca,2,2,False,72
ASEG-009592,retail,3,Manta,2,2,False,66
ASEG-009593,premium,3,Guayaquil,3,3,False,71
ASEG-009594,retail,5,Guayaquil,1,1,False,67
ASEG-009595,premium,3,Cuenca,3,3,False,71
ASEG-009596,retail,2,Guayaquil,1,1,False,58
ASEG-009597,premium,2,Cuenca,3,3,False,68
ASEG-009598,retail,3,Guayaquil,2,2,False,66
ASEG-009599,premium,3,Cuenca,3,3,False,71
ASEG-009600,premium,3,Guayaquil,3,3,False,71
ASEG-009601,retail,2,Quito,2,2,False,63
ASEG-009603,retail,1,Guayaquil,2,2,False,60
ASEG-009604,retail,1,Cuenca,1,1,False,55
ASEG-009605,premium,2,Cuenca,4,4,True,73
ASEG-009608,premium,1,Manta,3,3,False,65
ASEG-009609,premium,2,Cuenca,3,3,False,68
ASEG-009610,retail,3,Manta,1,1,False,61
ASEG-009611,retail,1,Manta,1,1,False,55
ASEG-009612,retail,3,Guayaquil,2,2,False,66
ASEG-009613,retail,2,Guayaquil,2,2,False,63
ASEG-009614,premium,3,Cuenca,3,3,False,71
ASEG-009615,premium,3,Quito,3,3,False,71
ASEG-009616,premium,1,Quito,3,3,False,65
ASEG-009617,retail,3,Guayaquil,2,2,False,66
ASEG-009618,premium,4,Guayaquil,4,4,True,79
ASEG-009619,retail,3,Guayaquil,2,2,False,66
ASEG-009620,retail,1,Quito,1,1,False,55
ASEG-009621,retail,2,Cuenca,1,1,False,58
ASEG-009622,retail,2,Quito,1,1,False,58
ASEG-009623,retail,2,Guayaquil,2,2,False,63
ASEG-009624,retail,2,Manta,1,1,False,58
ASEG-009625,retail,1,Cuenca,1,1,False,55
ASEG-009626,retail,1,Quito,1,1,False,55
ASEG-009628,premium,2,Quito,3,3,False,68
ASEG-009629,premium,2,Cuenca,3,3,False,68
ASEG-009630,premium,2,Quito,4,4,True,73
ASEG-009632,retail,1,Manta,2,2,False,60
ASEG-009633,retail,4,Quito,2,2,False,69
ASEG-009634,retail,2,Manta,1,1,False,58
ASEG-009635,retail,1,Guayaquil,1,1,False,55
ASEG-009636,premium,3,Cuenca,3,3,False,71
ASEG-009637,retail,1,Quito,2,2,False,60
ASEG-009638,retail,3,Manta,1,1,False,61
ASEG-009639,retail,1,Manta,1,1,False,55
ASEG-009640,retail,4,Cuenca,2,2,False,69
ASEG-009641,retail,1,Guayaquil,2,2,False,60
ASEG-009642,retail,3,Quito,1,1,False,61
ASEG-009643,retail,1,Cuenca,2,2,False,60
ASEG-009644,premium,3,Cuenca,4,4,True,76
ASEG-009645,retail,1,Quito,1,1,False,55
ASEG-009646,retail,1,Quito,2,2,False,60
ASEG-009647,retail,1,Guayaquil,2,2,False,60
ASEG-009648,premium,4,Manta,5,5,True,84
ASEG-009649,premium,3,Cuenca,4,4,True,76
ASEG-009650,retail,2,Cuenca,1,1,False,58
ASEG-009651,retail,4,Quito,1,1,False,64
ASEG-009652,retail,3,Guayaquil,1,1,False,61
ASEG-009654,retail,2,Guayaquil,2,2,False,63
ASEG-009655,premium,2,Quito,3,3,False,68
ASEG-009656,retail,1,Quito,1,1,False,55
ASEG-009658,retail,1,Quito,1,1,False,55
ASEG-009659,retail,2,Quito,2,2,False,63
ASEG-009660,retail,3,Quito,2,2,False,66
ASEG-009661,premium,4,Guayaquil,3,3,False,74
ASEG-009662,retail,4,Manta,2,2,False,69
ASEG-009664,premium,1,Guayaquil,3,3,False,65
ASEG-009665,retail,3,Guayaquil,1,1,False,61
ASEG-009667,retail,2,Cuenca,2,2,False,63
ASEG-009668,retail,2,Quito,2,2,False,63
ASEG-009669,retail,1,Quito,2,2,False,60
ASEG-009670,retail,3,Guayaquil,2,2,False,66
ASEG-009671,premium,4,Quito,3,3,False,74
ASEG-009672,retail,3,Manta,2,2,False,66
ASEG-009673,retail,5,Manta,2,2,False,72
ASEG-009674,retail,4,Manta,2,2,False,69
ASEG-009675,premium,3,Guayaquil,3,3,False,71
ASEG-009676,retail,3,Cuenca,2,2,False,66
ASEG-009677,retail,2,Cuenca,2,2,False,63
ASEG-009678,premium,2,Guayaquil,3,3,False,68
ASEG-009679,retail,4,Guayaquil,1,1,False,64
ASEG-009680,premium,3,Manta,4,4,True,76
ASEG-009681,retail,1,Guayaquil,1,1,False,55
ASEG-009682,retail,1,Quito,2,2,False,60
ASEG-009683,retail,3,Guayaquil,1,1,False,61
ASEG-009684,retail,4,Quito,1,1,False,64
ASEG-009685,retail,1,Cuenca,1,1,False,55
ASEG-009686,retail,3,Guayaquil,1,1,False,61
ASEG-009688,retail,2,Quito,1,1,False,58
ASEG-009689,retail,3,Manta,2,2,False,66
ASEG-009691,retail,6,Guayaquil,1,1,False,70
ASEG-009692,retail,3,Guayaquil,1,1,False,61
ASEG-009693,retail,1,Manta,1,1,False,55
ASEG-009694,retail,3,Cuenca,2,2,False,66
ASEG-009695,retail,3,Manta,1,1,False,61
ASEG-009696,premium,1,Quito,3,3,False,65
ASEG-009697,retail,1,Cuenca,1,1,False,55
ASEG-009698,retail,2,Guayaquil,1,1,False,58
ASEG-009700,retail,2,Quito,1,1,False,58
ASEG-009702,retail,3,Quito,2,2,False,66
ASEG-009706,corporativo,4,Manta,8,8,True,99
ASEG-009707,premium,4,Quito,3,3,False,74
ASEG-009708,premium,2,Cuenca,3,3,False,68
ASEG-009709,premium,2,Cuenca,3,3,False,68
ASEG-009710,premium,2,Quito,4,4,True,73
ASEG-009711,premium,4,Manta,4,4,True,79
ASEG-009714,premium,3,Guayaquil,4,4,True,76
ASEG-009715,retail,4,Guayaquil,1,1,False,64
ASEG-009716,retail,3,Cuenca,2,2,False,66
ASEG-009717,retail,1,Quito,1,1,False,55
ASEG-009718,corporativo,3,Quito,6,6,True,86
ASEG-009719,premium,2,Quito,3,3,False,68
ASEG-009720,retail,2,Guayaquil,1,1,False,58
ASEG-009721,premium,2,Cuenca,3,3,False,68
ASEG-009722,retail,3,Quito,2,2,False,66
ASEG-009723,retail,1,Guayaquil,1,1,False,55
ASEG-009724,retail,2,Quito,1,1,False,58
ASEG-009725,retail,3,Cuenca,1,1,False,61
ASEG-009726,retail,1,Guayaquil,2,2,False,60
ASEG-009727,premium,1,Manta,3,3,False,65
ASEG-009728,retail,1,Manta,2,2,False,60
ASEG-009729,retail,3,Manta,1,1,False,61
ASEG-009730,retail,3,Guayaquil,1,1,False,61
ASEG-009731,retail,2,Guayaquil,2,2,False,63
ASEG-009732,retail,2,Quito,2,2,False,63
ASEG-009735,premium,2,Quito,4,4,True,73
ASEG-009736,retail,2,Quito,1,1,False,58
ASEG-009737,retail,2,Guayaquil,1,1,False,58
ASEG-009738,premium,3,Cuenca,4,4,True,76
ASEG-009739,premium,3,Guayaquil,3,3,False,71
ASEG-009741,retail,1,Cuenca,1,1,False,55
ASEG-009742,premium,3,Guayaquil,4,4,True,76
ASEG-009743,retail,4,Cuenca,2,2,False,69
ASEG-009744,retail,1,Guayaquil,1,1,False,55
